time,dt,,TimeStamp,latitude,GPS Speed,longitude,,OBD Speed,Acc X,Acc Y,Acc Z,Linear X,Linear Y,Linear Z,Gravity X,Gravity Y,Gravity Z,Compass X,Compass Y,Compass Z,Gyro X,Gyro Y-Avg,Gyro Y,Gyro Z,Ori X,Ori Y,Ori Z,OBD1,OBD2,OBD3,OBD4,OBD5
1.686,1.38E+14,1.45E+12,36.91392,14.5,-76.30679,-32,0,-0.008978256,9.706094,-0.8571242,-0.044921238,-0.075154305,-1.5615947,0.035942983,9.781248,0.70447046,-0.253,0.436,17.102,9.16E-04,0.014080443,0.040317107,-0.023518313,175.02902,-85.87517,0.21054286,155,0,0,0,0
1.686,0.135,1.38E+14,1.45E+12,36.91392,14.5,-76.30679,-32,0,0.077811554,10.53329,-0.6171055,0.005138613,0.7568798,-1.3832185,0.07267294,9.77641,0.766113,2.166,0.413,15.214,-0.054367006,0.010018189,-0.0711658,-0.015577064,181.12488,-85.49928,0.4259003,155,0,0,0,0
1.821,0.085,1.38E+14,1.45E+12,36.90566,14,-76.30488,-25,0,-0.6536171,9.433155,-0.50757074,-0.91317034,-0.34818268,-1.162133,0.25955322,9.781338,0.65456223,-1.165,-0.477,14.749,-0.025350908,0.009712756,-0.025350908,-0.03176499,180.42268,-85.882484,1.5200186,168.3,0,0,0,0
1.906,0.09,1.38E+14,1.45E+12,36.90566,14,-76.30488,-25,0,-0.6536171,9.433155,-0.50757074,-0.91317034,-0.34818268,-1.162133,0.25955322,9.781338,0.65456223,-1.382,-0.566,15.499,-0.025350908,0.007116578,-0.025350908,-0.03176499,180.42268,-85.882484,1.5200186,168.3,0,0,0,0
1.996,0.085,1.38E+14,1.45E+12,36.90566,14,-76.30488,-25,0,-0.39983168,10.281301,0.45549688,-0.6452539,0.496212,-0.14632395,0.24542224,9.785089,0.6018208,-1.17,-0.871,15.499,0.013439035,0.009834929,-0.002748894,-0.03756821,173.25458,-86.19986,1.4367485,168.3,0,0,0,0
2.081,0.085,1.38E+14,1.45E+12,36.90566,14,-76.30488,-25,0,-0.39983168,10.281301,0.45549688,-0.6452539,0.496212,-0.14632395,0.24542224,9.785089,0.6018208,-1.553,-0.871,16.2,0.013439035,0.011423178,-0.002748894,-0.03756821,173.25458,-86.19986,1.4367485,168.3,0,0,0,0
2.166,0.08,1.38E+14,1.45E+12,36.90566,14,-76.30488,-25,0,-0.79008657,9.490616,-0.61770403,-0.9825476,-0.29450035,-1.2380793,0.192461,9.785116,0.6203753,-1.553,-1.185,16.2,-0.039095376,0.010995573,-0.01282817,-0.055588737,173.47409,-86.20234,1.126791,168.3,0,0,0,0
2.246,0.09,1.38E+14,1.45E+12,36.90566,14,-76.30488,-25,0,-0.79008657,9.490616,-0.61770403,-0.9825476,-0.29450035,-1.2380793,0.192461,9.785116,0.6203753,-1.553,-1.565,16.928,-0.039095376,0.011071931,-0.01282817,-0.055588737,173.47409,-86.20234,1.126791,168.3,0,0,0,0
2.336,0.11,1.38E+14,1.45E+12,36.90566,14,-76.30488,-25,0,0.789488,9.147048,0.58777654,0.5764697,-0.63759995,-0.03325051,0.21301828,9.784648,0.62102705,-0.74,-1.565,18.8,-0.01282817,0.010995573,0.06352998,-0.03359759,174.23354,-86.1612,1.2471702,168.3,0,0,0,0
2.446,0.09,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,0.789488,9.147048,0.58777654,0.5764697,-0.63759995,-0.03325051,0.21301828,9.784648,0.62102705,-0.367,-0.23,19.386,-0.01282817,0.008323037,0.06352998,-0.03359759,174.23354,-86.1612,1.2471702,168,0,0,0,0
2.536,0.08,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,0.17238252,11.192294,0.20590134,-0.052407622,1.4063883,-0.3906904,0.22479014,9.785906,0.5965917,-0.047,0.222,20.303,-0.00702495,0.005650502,0.010995574,-0.03145956,177.22966,-86.27259,1.3158988,168,0,0,0,0
2.616,0.09,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,0.17238252,11.192294,0.20590134,-0.052407622,1.4063883,-0.3906904,0.22479014,9.785906,0.5965917,0.35,1.521,20.303,-0.00702495,0.005604687,0.010995574,-0.03145956,177.22966,-86.27259,1.3158988,168,0,0,0,0
2.706,0.09,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-0.4961983,10.571598,0.521936,-0.6952394,0.7779732,0.057498872,0.19904113,9.793625,0.46443713,0.35,1.521,20.303,0.05955936,0.003466659,0.003054326,-0.0421497,179.12817,-87.04666,1.1642927,168,0,0,0,0
2.796,0.08,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-0.4961983,10.571598,0.521936,-0.6952394,0.7779732,0.057498872,0.19904113,9.793625,0.46443713,1.031,3.207,20.303,0.05955936,0.001725693,0.003054326,-0.0421497,179.12817,-87.04666,1.1642927,168,0,0,0,0
2.876,0.09,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-1.4568717,9.597756,-0.7188591,-1.5851644,-0.19467545,-1.2309237,0.12829265,9.792432,0.5120646,1.766,3.952,20.303,-0.05589417,-0.001618794,-0.0290161,-0.056199603,183.02368,-86.914345,0.75060076,168,0,0,0,0
2.966,0.09,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-1.4568717,9.597756,-0.7188591,-1.5851644,-0.19467545,-1.2309237,0.12829265,9.792432,0.5120646,2.482,3.952,18.476,-0.05589417,-0.00335976,-0.0290161,-0.056199603,183.02368,-86.914345,0.75060076,168,0,0,0,0
3.056,0.08,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,1.5382746,9.759963,0.2621651,1.3832257,-0.029379845,-0.29918167,0.15504892,9.789343,0.56134677,2.925,4.278,16.532,-0.043676864,-0.002932154,0.112704635,-0.040927973,185.96445,-86.595505,0.9074058,168,0,0,0,0
3.136,0.086,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,1.5382746,9.759963,0.2621651,1.3832257,-0.029379845,-0.29918167,0.15504892,9.789343,0.56134677,3.244,1.823,18.194,-0.043676864,-0.009590585,0.112704635,-0.040927973,185.96445,-86.595505,0.9074058,168,0,0,0,0
3.222,0.084,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,1.5382746,9.759963,0.2621651,1.3832257,-0.029379845,-0.29918167,0.15504892,9.789343,0.56134677,3.614,2.755,17.547,-0.043676864,-0.018417588,0.112704635,-0.040927973,185.96445,-86.595505,0.9074058,168,0,0,0,0
3.306,0.08,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,0.079008654,9.540894,-0.20231004,-0.08576654,-0.25205708,-0.693582,0.1647752,9.792951,0.49127194,3.923,3.569,18.023,0.015577064,-0.027244591,-0.040927973,-0.03573562,190.26701,-86.971146,0.963962,168,0,0,0,0
3.386,0.096,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,0.079008654,9.540894,-0.20231004,-0.08576654,-0.25205708,-0.693582,0.1647752,9.792951,0.49127194,3.923,3.233,17.529,0.015577064,-0.022724188,-0.040927973,-0.03573562,190.26701,-86.971146,0.963962,168,0,0,0,0
3.482,0.084,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-0.6913257,9.677961,-0.99658644,-0.8135086,-0.120396614,-1.3808383,0.122182906,9.798358,0.38425183,3.923,4.118,17.835,0.026572637,-0.018203785,-0.07727446,-0.054367006,192.344,-87.643654,0.714426,168,0,0,0,0
3.566,0.08,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-0.6913257,9.677961,-0.99658644,-0.8135086,-0.120396614,-1.3808383,0.122182906,9.798358,0.38425183,3.532,4.118,17.835,0.026572637,-0.017638734,-0.07727446,-0.054367006,192.344,-87.643654,0.714426,168,0,0,0,0
3.646,0.096,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-0.130484,8.797494,-0.7080852,-0.24117476,-1.0029192,-1.0397832,0.110690765,9.800413,0.33169806,2.427,4.118,17.835,0.003359759,-0.017073684,0.0290161,-0.0421497,190.32109,-87.95646,0.6470997,168,0,0,0,0
3.742,0.084,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,-0.130484,8.797494,-0.7080852,-0.24117476,-1.0029192,-1.0397832,0.110690765,9.800413,0.33169806,2.102,4.118,17.477,0.003359759,-0.021823161,0.0290161,-0.0421497,190.32109,-87.95646,0.6470997,168,0,0,0,0
3.826,0.08,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,0.17298107,10.038289,0.51954174,0.038741663,0.23777676,0.19969195,0.1342394,9.800512,0.3198498,1.684,3.816,17.477,-0.00580322,-0.026878071,-0.011301007,-0.027794369,186.45258,-87.97281,0.78474164,168,0,0,0,0
3.906,0.14,1.38E+14,1.45E+12,36.905533,14.25,-76.30484,-25,0,0.17298107,10.038289,0.51954174,0.038741663,0.23777676,0.19969195,0.1342394,9.800512,0.3198498,1.684,3.816,17.779,-0.00580322,-0.028527407,-0.011301007,-0.027794369,186.45258,-87.97281,0.78474164,168,0,0,0,0
4.046,0.08,1.38E+14,1.45E+12,36.905403,14.75,-76.30481,-25,0,0.40282443,9.482236,-1.168969,0.24974768,-0.3172388,-1.5114369,0.15307675,9.799475,0.34246787,1.684,3.816,17.779,-0.04642576,-0.030176743,-0.014355334,-0.034208454,184.35593,-87.80804,0.89493966,167.8,0,0,0,0
4.126,0.08,1.38E+14,1.45E+12,36.905403,14.75,-76.30481,-25,0,0.61890113,9.518148,0.92895025,0.4701082,-0.28311253,0.63994396,0.14879294,9.801261,0.28900632,2.497,3.512,18.447,0.022907447,-0.032528574,0.010079277,-0.04917465,185.17198,-88.100395,0.8697404,167.8,0,0,0,0
4.206,0.08,1.38E+14,1.45E+12,36.905403,14.75,-76.30481,-25,0,0.61890113,9.518148,0.92895025,0.4701082,-0.28311253,0.63994396,0.14879294,9.801261,0.28900632,2.819,3.512,18.144,0.022907447,-0.036102136,0.010079277,-0.04917465,185.17198,-88.100395,0.8697404,167.8,0,0,0,0
4.286,0.085,1.38E+14,1.45E+12,36.905403,14.75,-76.30481,-25,0,0.61890113,9.518148,0.92895025,0.4701082,-0.28311253,0.63994396,0.14879294,9.801261,0.28900632,3.182,3.512,16.632,0.022907447,-0.039675698,0.010079277,-0.04917465,185.17198,-88.100395,0.8697404,167.8,0,0,0,0
4.371,0.095,1.38E+14,1.45E+12,36.905403,14.75,-76.30481,-25,0,-0.012569559,9.958682,-0.33638534,-0.17464009,0.15679646,-0.5955676,0.16207053,9.801886,0.25918227,3.182,0.494,14.825,-0.006719518,-0.042730024,-0.03176499,-0.030848695,189.20517,-88.21392,0.9472781,167.8,0,0,0,0
4.466,0.08,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,-0.012569559,9.958682,-0.33638534,-0.17464009,0.15679646,-0.5955676,0.16207053,9.801886,0.25918227,3.182,-2.821,16.184,-0.006719518,-0.043692137,-0.03176499,-0.030848695,189.20517,-88.21392,0.9472781,167.7,0,0,0,0
4.546,0.085,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.42916065,9.443929,-0.6721721,0.2508577,-0.3603649,-0.79220605,0.17830293,9.804294,0.12003391,2.882,0.277,19.532,0.05100725,-0.039614612,-0.06383542,-0.03634648,190.44357,-88.743835,1.0418781,167.7,0,0,0,0
4.631,0.085,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.42916065,9.443929,-0.6721721,0.2508577,-0.3603649,-0.79220605,0.17830293,9.804294,0.12003391,2.122,0.378,19.091,0.05100725,-0.033933565,-0.06383542,-0.03634648,190.44357,-88.743835,1.0418781,167.7,0,0,0,0
4.716,0.08,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,-0.29927522,9.099164,-1.210269,-0.4635137,-0.70593834,-1.2686867,0.16423848,9.805102,0.058417704,1.803,2.012,19.004,0.003359759,-0.032345315,-0.020463986,-0.04153884,185.41223,-88.98201,0.9596322,167.7,0,0,0,0
4.796,0.09,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,-0.29927522,9.099164,-1.210269,-0.4635137,-0.70593834,-1.2686867,0.16423848,9.805102,0.058417704,1.803,1.437,17.578,0.003359759,-0.037430768,-0.020463986,-0.04153884,185.41223,-88.98201,0.9596322,167.7,0,0,0,0
4.886,0.08,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.12090719,8.215703,-0.30226797,-0.031492427,-1.5890465,-0.4209534,0.15239961,9.8047495,0.11868542,1.158,1.606,18.916,-0.054367006,-0.042516222,-0.06383542,-0.047036625,184.39017,-88.87205,0.8905023,167.7,0,0,0,0
4.966,0.084,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.12090719,8.215703,-0.30226797,-0.031492427,-1.5890465,-0.4209534,0.15239961,9.8047495,0.11868542,1.158,2.107,18.052,-0.054367006,-0.045433103,-0.06383542,-0.047036625,184.39017,-88.87205,0.8905023,167.7,0,0,0,0
5.05,0.086,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.29448682,10.805033,-0.87448215,0.13053992,1.0006685,-1.0084686,0.1639469,9.804364,0.13398644,0.836,2.52,16.94,-0.037873644,-0.040210205,0.049480084,-0.035430185,181.28712,-88.762985,0.95800084,167.7,0,0,0,0
5.136,0.08,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.29448682,10.805033,-0.87448215,0.13053992,1.0006685,-1.0084686,0.1639469,9.804364,0.13398644,0.123,1.329,16.612,-0.037873644,-0.040653082,0.049480084,-0.035430185,181.28712,-88.762985,0.95800084,167.7,0,0,0,0
5.216,0.09,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.95109665,8.977658,0.108337626,0.76144767,-0.8265238,-0.003238253,0.18964896,9.804182,0.11157588,-0.306,1.329,17.169,-0.004581489,-0.041095959,-0.065973446,-0.038179077,178.90845,-88.71458,1.1081729,167.7,0,0,0,0
5.306,0.08,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.95109665,8.977658,0.108337626,0.76144767,-0.8265238,-0.003238253,0.18964896,9.804182,0.11157588,-0.666,2.496,16.864,-0.004581489,-0.03576616,-0.065973446,-0.038179077,178.90845,-88.71458,1.1081729,167.7,0,0,0,0
5.386,0.1,1.38E+14,1.45E+12,36.90527,15.25,-76.30477,-26,0,0.95109665,8.977658,0.108337626,0.76144767,-0.8265238,-0.003238253,0.18964896,9.804182,0.11157588,-0.985,2.929,16.445,-0.004581489,-0.03604105,-0.065973446,-0.038179077,178.90845,-88.71458,1.1081729,167.7,0,0,0,0
5.486,0.09,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,0.54767364,9.761759,-0.5410896,0.30446702,-0.04140091,-0.63760704,0.2432066,9.80316,0.09651743,-0.985,2.755,16.445,-0.01740966,-0.03631594,-0.0720821,-0.016493361,175.54059,-88.47133,1.4211595,168.1,0,0,0,0
5.576,0.09,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,0.9744401,10.7356,1.276708,0.67764777,0.9349899,1.102451,0.29679233,9.800611,0.17425708,-0.985,3.126,16.445,-0.04428773,-0.036590829,-0.04428773,-0.022602014,174.15355,-87.989,1.7345606,168.1,0,0,0,0
5.666,0.08,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,0.9744401,10.7356,1.276708,0.67764777,0.9349899,1.102451,0.29679233,9.800611,0.17425708,-0.985,3.446,16.142,-0.04428773,-0.038255437,-0.04428773,-0.022602014,174.15355,-87.989,1.7345606,168.1,0,0,0,0
5.746,0.084,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,-0.45669398,10.0987425,0.4782418,-0.7468883,0.29809856,0.29512805,0.2901943,9.800644,0.18311375,-1.304,3.088,16.142,-0.018020526,-0.034315356,-0.061391957,-0.03268129,173.698,-87.994644,1.6960163,168.1,0,0,0,0
5.83,0.086,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,-0.45669398,10.0987425,0.4782418,-0.7468883,0.29809856,0.29512805,0.2901943,9.800644,0.18311375,-1.651,1.794,16.561,-0.018020526,-0.029520064,-0.061391957,-0.03268129,173.698,-87.994644,1.6960163,168.1,0,0,0,0
5.916,0.08,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,-0.45669398,10.0987425,0.4782418,-0.7468883,0.29809856,0.29512805,0.2901943,9.800644,0.18311375,-3.407,1.473,18.331,-0.018020526,-0.027198776,-0.061391957,-0.03268129,173.698,-87.994644,1.6960163,168.1,0,0,0,0
5.996,0.09,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,-0.5955577,10.280702,-0.3274071,-0.84055334,0.47850132,-0.49246323,0.24499564,9.8022,0.16505612,-6.75,0.335,17.57,-0.013439035,-0.024877488,-0.05100725,-0.051923547,168.29869,-88.27399,1.4317493,168.1,0,0,0,0
6.086,0.08,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,-0.5955577,10.280702,-0.3274071,-0.84055334,0.47850132,-0.49246323,0.24499564,9.8022,0.16505612,-6.304,-0.218,19.061,-0.013439035,-0.026374107,-0.05100725,-0.051923547,168.29869,-88.27399,1.4317493,168.1,0,0,0,0
6.166,0.09,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,0.40402153,9.950302,-0.7350199,0.13708177,0.14860153,-0.8955992,0.26693976,9.801701,0.16057928,-4.615,-0.218,20.361,-0.023823744,-0.027870727,0.049785517,-0.029626964,159.15193,-88.17952,1.5600091,168.1,0,0,0,0
6.256,0.09,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,0.40402153,9.950302,-0.7350199,0.13708177,0.14860153,-0.8955992,0.26693976,9.801701,0.16057928,-1.126,-0.218,20.858,-0.023823744,-0.032528574,0.049785517,-0.029626964,159.15193,-88.17952,1.5600091,168.1,0,0,0,0
6.346,0.12,1.38E+14,1.45E+12,36.90513,15.75,-76.30473,-26,0,0.33638534,9.44752,-0.3453636,0.007405102,-0.3527918,-0.47219315,0.32898024,9.800312,0.12682956,2.819,0.633,21.337,-0.003970624,-0.037186421,-0.032070424,-0.006719518,174.07344,-87.939865,1.9226027,168.1,0,0,0,0
6.466,0.09,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,-0.8750807,9.85633,0.27593175,-1.1586292,0.054570198,0.15150982,0.2835485,9.80176,0.12442192,5.072,3.244,21.337,-0.015882496,-0.039278635,-0.12217305,-0.04795292,190.39494,-88.19041,1.6570089,168.8,0,0,0,0
6.556,0.09,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,-0.8750807,9.85633,0.27593175,-1.1586292,0.054570198,0.15150982,0.2835485,9.80176,0.12442192,4.234,2.729,18.373,-0.015882496,-0.036865717,-0.12217305,-0.04795292,190.39494,-88.19041,1.6570089,168.8,0,0,0,0
6.646,0.08,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,-0.8750807,9.85633,0.27593175,-1.1586292,0.054570198,0.15150982,0.2835485,9.80176,0.12442192,5.122,3.407,17.478,-0.015882496,-0.035842517,-0.12217305,-0.04795292,190.39494,-88.19041,1.6570089,168.8,0,0,0,0
6.726,0.09,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,1.5029601,10.509947,1.0953473,1.2104503,0.7082548,0.98736036,0.29250982,9.801692,0.10798691,5.122,4.104,16.253,0.007941248,-0.034819318,0.04062254,-0.054367006,192.0526,-88.17791,1.7093585,168.8,0,0,0,0
6.816,0.08,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,1.5029601,10.509947,1.0953473,1.2104503,0.7082548,0.98736036,0.29250982,9.801692,0.10798691,5.122,4.104,13.874,0.007941248,-0.038988473,0.04062254,-0.054367006,192.0526,-88.17791,1.7093585,168.8,0,0,0,0
6.896,0.08,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,0.7745243,10.253169,0.59735334,0.4864504,0.45086002,0.5513228,0.28807387,9.802309,0.046030514,5.122,1.019,15.963,0.027183503,-0.043157628,0.04062254,-0.049785517,195.68257,-88.29509,1.6833451,168.8,0,0,0,0
6.976,0.09,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,0.7745243,10.253169,0.59735334,0.4864504,0.45086002,0.5513228,0.28807387,9.802309,0.046030514,5.122,1.524,15.879,0.027183503,-0.045784349,0.04062254,-0.049785517,195.68257,-88.29509,1.6833451,168.8,0,0,0,0
7.066,0.08,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,0.3597288,9.486425,1.2300211,0.053064078,-0.31526375,1.2869015,0.30666474,9.801689,-0.05688041,5.122,1.373,15.213,0.055588737,-0.04841107,-0.07147124,-0.030543262,194.8594,-91.82252,1.7920244,168.8,0,0,0,0
7.146,0.09,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,0.3597288,9.486425,1.2300211,0.053064078,-0.31526375,1.2869015,0.30666474,9.801689,-0.05688041,4.421,0.682,16.853,0.055588737,-0.045433101,-0.07147124,-0.030543262,194.8594,-91.82252,1.7920244,168.8,0,0,0,0
7.236,0.09,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,0.13587095,8.8777,0.56323594,-0.14836334,-0.92364216,0.71584,0.2842343,9.801342,-0.15260406,0.991,0.321,16.909,0.043982297,-0.044929137,-0.077579886,-0.049785517,190.59341,-91.88525,1.661085,168.8,0,0,0,0
7.326,0.115,1.38E+14,1.45E+12,36.904987,16.25,-76.3047,-26,0,0.13587095,8.8777,0.56323594,-0.14836334,-0.92364216,0.71584,0.2842343,9.801342,-0.15260406,0.323,-0.018,16.909,0.043982297,-0.044119741,-0.077579886,-0.049785517,190.59341,-91.88525,1.661085,168.8,0,0,0,0
7.441,0.085,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,0.45130703,9.722853,-0.088585466,0.15561277,-0.07697868,0.1265636,0.29569426,9.799831,-0.21514906,1.458,-0.683,17.608,0.021991149,-0.043814308,0.034513887,-0.036651913,177.90295,-92.1367,1.7282842,169.2,0,0,0,0
7.526,0.08,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,0.45130703,9.722853,-0.088585466,0.15561277,-0.07697868,0.1265636,0.29569426,9.799831,-0.21514906,0.66,-1.008,18.603,0.021991149,-0.049113565,0.034513887,-0.036651913,177.90295,-92.1367,1.7282842,169.2,0,0,0,0
7.606,0.09,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.8435353,8.805874,0.8062474,1.4758139,-0.98829937,1.1369184,0.36772144,9.794173,-0.33067104,1.139,-0.613,19.087,0.061391957,-0.050930889,-0.014966198,-0.021380283,178.30847,-92.890564,2.1501555,169.2,0,0,0,0
7.696,0.09,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.8435353,8.805874,0.8062474,1.4758139,-0.98829937,1.1369184,0.36772144,9.794173,-0.33067104,4.29,3.26,19.087,0.061391957,-0.050274209,-0.014966198,-0.021380283,178.30847,-92.890564,2.1501555,169.2,0,0,0,0
7.786,0.08,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,0.35075054,9.486425,-0.7649474,-0.02406156,-0.3056593,-0.3841998,0.3748121,9.792085,-0.38074762,4.852,5.691,19.445,0.004581489,-0.047846019,-0.08093964,-0.033292156,187.52975,-93.12312,2.192043,169.2,0,0,0,0
7.866,0.095,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,0.35075054,9.486425,-0.7649474,-0.02406156,-0.3056593,-0.3841998,0.3748121,9.792085,-0.38074762,4.528,3.733,15.534,0.004581489,-0.042119158,-0.08093964,-0.033292156,187.52975,-93.12312,2.192043,169.2,0,0,0,0
7.961,0.085,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.846528,9.544485,0.037708677,1.4254148,-0.24534702,0.42790684,0.42111325,9.789832,-0.39019817,4.031,3.764,14.741,-0.006719518,-0.034345898,-0.04337143,-0.035430185,190.30263,-93.35603,2.4630806,169.2,0,0,0,0
8.046,0.08,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.846528,9.544485,0.037708677,1.4254148,-0.24534702,0.42790684,0.42111325,9.789832,-0.39019817,3.712,2.766,13.932,-0.006719518,-0.028451048,-0.04337143,-0.035430185,190.30263,-93.35603,2.4630806,169.2,0,0,0,0
8.126,0.09,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.0941502,10.538078,0.65541273,0.67925036,0.7524357,1.1447686,0.41489986,9.785643,-0.4893559,1.46,-0.653,14.694,0.053145275,-0.024297165,-0.07391469,-0.05131268,186.6651,-93.75092,2.42782,169.2,0,0,0,0
8.216,0.08,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.0941502,10.538078,0.65541273,0.67925036,0.7524357,1.1447686,0.41489986,9.785643,-0.4893559,-0.682,-0.891,16.545,0.053145275,-0.018616118,-0.07391469,-0.05131268,186.6651,-93.75092,2.42782,169.2,0,0,0,0
8.296,0.085,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.2808979,9.024943,-0.30705637,0.8698814,-0.75870323,0.2237094,0.41101643,9.783647,-0.5307658,-1.658,-1.353,18.672,0.00580322,-0.011255192,-0.10170906,-0.050701816,174.24773,-93.9252,2.4056132,169.2,0,0,0,0
8.381,0.085,1.38E+14,1.45E+12,36.90484,16.5,-76.304665,-26,0,1.2808979,9.024943,-0.30705637,0.8698814,-0.75870323,0.2237094,0.41101643,9.783647,-0.5307658,-2.41,-0.918,20.306,0.00580322,-0.002504548,-0.10170906,-0.050701816,174.24773,-93.9252,2.4056132,169.2,0,0,0,0
8.466,0.08,1.38E+14,1.45E+12,36.904686,17,-76.30464,-27,0,1.1294646,10.316615,-0.3333926,0.75390816,0.5282097,0.13188568,0.3755565,9.788405,-0.46527827,-2.45,-0.918,20.335,-0.050701816,0.001832595,-0.042760566,-0.070249505,169.04579,-93.49553,2.1972172,170.3,0,0,0,0
8.546,0.09,1.38E+14,1.45E+12,36.904686,17,-76.30464,-27,0,1.1294646,10.316615,-0.3333926,0.75390816,0.5282097,0.13188568,0.3755565,9.788405,-0.46527827,-2.45,1.028,20.042,-0.050701816,0.003222313,-0.042760566,-0.070249505,169.04579,-93.49553,2.1972172,170.3,0,0,0,0
8.636,0.09,1.38E+14,1.45E+12,36.904686,17,-76.30464,-27,0,1.0456676,9.391854,-0.801459,0.7273092,-0.39718342,-0.3077157,0.3183584,9.789038,-0.4937433,-1.251,1.818,20.042,-0.003665192,0.006154467,-0.011911872,-0.083383106,170.233,-93.43444,1.8627127,170.3,0,0,0,0
8.726,0.08,1.38E+14,1.45E+12,36.904686,17,-76.30464,-27,0,1.0456676,9.391854,-0.801459,0.7273092,-0.39718342,-0.3077157,0.3183584,9.789038,-0.4937433,-0.033,2.178,18.533,-0.003665192,0.007544185,-0.011911872,-0.083383106,170.233,-93.43444,1.8627127,170.3,0,0,0,0
8.806,0.09,1.38E+14,1.45E+12,36.904686,17,-76.30464,-27,0,1.0456676,9.391854,-0.801459,0.7273092,-0.39718342,-0.3077157,0.3183584,9.789038,-0.4937433,0.047,2.178,18.331,-0.003665192,0.012354749,-0.011911872,-0.083383106,170.233,-93.43444,1.8627127,170.3,0,0,0,0
8.896,0.07,1.38E+14,1.45E+12,36.904686,17,-76.30464,-27,0,0.10534488,9.573814,-0.12090719,-0.06612049,-0.21703053,0.40858257,0.17146537,9.790845,-0.52948976,0.485,2.526,15.032,0.008857546,0.017165312,-0.061391957,-0.11789699,177.68207,-93.25336,1.0033085,170.3,0,0,0,0
