time,dt,,TimeStamp,latitude,GPS Speed,longitude,,OBD Speed,Acc X,Acc Y,Acc Z,Linear X,Linear Y,Linear Z,Gravity X,Gravity Y,Gravity Z,Compass X,Compass Y,Compass Z,Gyro X,Gyro Y-Avg,Gyro Y,Gyro Z,Ori X,Ori Y,Ori Z,OBD1,OBD2,OBD3,OBD4,OBD5
94.381,0.095,1.38E+14,1.45E+12,36.892937,5.75,-76.30363,-32,0,-0.4938041,9.597756,-1.2898762,0.33331352,-0.032001495,0.3696519,-0.8271176,9.629758,-1.6595281,-6.517,-1.959,-17.544,0.004276057,-0.041340305,-0.027794369,-0.05681047,30.971571,-100.898994,-4.909191,25.9,0,0,0,0
94.476,0.08,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.12629414,9.871892,-1.3802572,0.705618,0.23677158,0.24540806,-0.83191216,9.63512,-1.6256653,-6.517,-1.959,-17.544,-0.01038471,-0.041905355,-0.04428773,-0.029626964,30.78327,-100.73203,-4.934774,10.8,0,0,0,0
94.556,0.085,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.12629414,9.871892,-1.3802572,0.705618,0.23677158,0.24540806,-0.83191216,9.63512,-1.6256653,-6.517,-1.959,-17.544,-0.01038471,-0.041645737,-0.04428773,-0.029626964,30.78327,-100.73203,-4.934774,10.8,0,0,0,0
94.641,0.095,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.09696517,9.82341,-1.4041992,0.7513223,0.19015694,0.22406197,-0.8482875,9.633253,-1.6282612,-6.517,-1.959,-17.544,0.007635816,-0.043172901,-0.015882496,-0.041233405,30.715948,-100.79044,-5.0323863,10.8,0,0,0,0
94.736,0.08,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.09696517,9.82341,-1.4041992,0.7513223,0.19015694,0.22406197,-0.8482875,9.633253,-1.6282612,-6.517,-1.959,-17.86,0.007635816,-0.046120325,-0.015882496,-0.041233405,30.715948,-100.79044,-5.0323863,10.8,0,0,0,0
94.816,0.085,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.27234045,10.0664215,-1.4718355,0.606982,0.42817783,0.1097554,-0.87932247,9.638244,-1.5815909,-6.517,-2.275,-17.86,-0.018936822,-0.052534411,-0.03726278,-0.04520403,30.998547,-100.6336,-5.2128143,10.8,0,0,0,0
94.901,0.095,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.27234045,10.0664215,-1.4718355,0.606982,0.42817783,0.1097554,-0.87932247,9.638244,-1.5815909,-6.517,-2.275,-17.86,-0.018936822,-0.057879482,-0.03726278,-0.04520403,30.998547,-100.6336,-5.2128143,10.8,0,0,0,0
94.996,0.08,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.17298107,9.805453,-1.460463,0.73372054,0.16101456,0.06698859,-0.9067016,9.644439,-1.5274516,-6.517,-2.275,-17.86,-0.023823744,-0.065836002,-0.03634648,-0.043982297,31.228092,-100.43563,-5.370756,10.8,0,0,0,0
95.076,0.085,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.17298107,9.805453,-1.460463,0.73372054,0.16101456,0.06698859,-0.9067016,9.644439,-1.5274516,-6.835,-2.275,-17.86,-0.023823744,-0.073838337,-0.03634648,-0.043982297,31.228092,-100.43563,-5.370756,10.8,0,0,0,0
95.161,0.095,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,0.09756372,9.812037,-1.252766,1.0152009,0.16217041,0.23330796,-0.9176371,9.649867,-1.486074,-6.835,-2.275,-17.86,-0.015271631,-0.080786929,-0.041233405,-0.03573562,32.085747,-100.259056,-5.432107,10.8,0,0,0,0
95.256,0.08,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,0.09756372,9.812037,-1.252766,1.0152009,0.16217041,0.23330796,-0.9176371,9.649867,-1.486074,-6.835,-2.275,-17.86,-0.015271631,-0.087491175,-0.041233405,-0.03573562,32.085747,-100.259056,-5.432107,10.8,0,0,0,0
95.336,0.1,1.38E+14,1.45E+12,36.893,7.25,-76.30361,-32,0,-0.050278235,9.615114,-0.85532856,0.884832,-0.041539192,0.5747068,-0.9351103,9.656653,-1.4300354,-6.835,-2.275,-17.86,-0.019547688,-0.093966347,-0.064751714,-0.03481932,32.71583,-100.03399,-5.5310397,10.8,0,0,0,0
95.436,0.085,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,-0.050278235,9.615114,-0.85532856,0.884832,-0.041539192,0.5747068,-0.9351103,9.656653,-1.4300354,-6.835,-2.275,-17.553,-0.019547688,-0.099265602,-0.064751714,-0.03481932,32.71583,-100.03399,-5.5310397,12.3,0,0,0,0
95.521,0.085,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,-0.074818805,9.5971575,-0.75836337,0.88984764,-0.067178726,0.5982561,-0.9646664,9.664336,-1.3566195,-7.148,-2.275,-17.553,-0.030543262,-0.101739607,-0.051618114,-0.043982297,32.659374,-99.772995,-5.7002196,12.3,0,0,0,0
95.606,0.08,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,-0.074818805,9.5971575,-0.75836337,0.88984764,-0.067178726,0.5982561,-0.9646664,9.664336,-1.3566195,-7.148,-2.275,-17.553,-0.030543262,-0.104870291,-0.051618114,-0.043982297,32.659374,-99.772995,-5.7002196,12.3,0,0,0,0
95.686,0.09,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,0.09756372,9.679757,-1.364695,1.042914,0.005133629,-0.06918347,-0.94535035,9.6746235,-1.2955115,-7.148,-2.275,-17.553,-0.030543262,-0.103465301,-0.019242255,-0.022296581,33.302555,-99.41231,-5.580907,12.3,0,0,0,0
95.776,0.08,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,0.09756372,9.679757,-1.364695,1.042914,0.005133629,-0.06918347,-0.94535035,9.6746235,-1.2955115,-7.455,-2.275,-17.553,-0.030543262,-0.103679104,-0.019242255,-0.022296581,33.302555,-99.41231,-5.580907,12.3,0,0,0,0
95.856,0.085,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,-0.30107087,9.704298,-1.4754268,0.67335945,0.030902863,-0.19235063,-0.9744303,9.673395,-1.2830762,-7.455,-2.275,-17.553,0.001527163,-0.101663249,-0.0693332,-0.040927973,35.153687,-99.4561,-5.752173,12.3,0,0,0,0
95.941,0.085,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,-0.30107087,9.704298,-1.4754268,0.67335945,0.030902863,-0.19235063,-0.9744303,9.673395,-1.2830762,-7.455,-2.275,-17.553,0.001527163,-0.097142846,-0.0693332,-0.040927973,35.153687,-99.4561,-5.752173,12.3,0,0,0,0
96.026,0.08,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,0.46507367,9.682152,-0.75357497,1.3964429,-0.005674362,0.45015776,-0.9313692,9.687826,-1.2037327,-7.455,-2.275,-17.553,-0.03634648,-0.09127854,-0.039095376,-0.008246681,34.473835,-98.92829,-5.4914308,12.3,0,0,0,0
96.106,0.09,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,0.46507367,9.682152,-0.75357497,1.3964429,-0.005674362,0.45015776,-0.9313692,9.687826,-1.2037327,-7.455,-2.275,-17.553,-0.03634648,-0.086926125,-0.039095376,-0.008246681,34.473835,-98.92829,-5.4914308,12.3,0,0,0,0
96.196,0.08,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,0.46507367,9.682152,-0.75357497,1.3964429,-0.005674362,0.45015776,-0.9313692,9.687826,-1.2037327,-7.768,-2.275,-17.553,-0.03634648,-0.082573711,-0.039095376,-0.008246681,34.473835,-98.92829,-5.4914308,12.3,0,0,0,0
96.276,0.084,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,1.8315643,9.927557,-0.1436521,2.6777563,0.22418022,0.9960071,-0.8461919,9.703377,-1.1396592,-7.768,-2.275,-17.553,-0.021991149,-0.077579887,-0.074830994,0.011301007,34.600605,-98.32248,-4.9839225,12.3,0,0,0,0
96.36,0.086,1.38E+14,1.45E+12,36.89308,8.75,-76.30359,-32,0,1.8315643,9.927557,-0.1436521,2.6777563,0.22418022,0.9960071,-0.8461919,9.703377,-1.1396592,-8.108,-2.275,-17.553,-0.021991149,-0.070799283,-0.074830994,0.011301007,34.600605,-98.32248,-4.9839225,12.3,0,0,0,0
96.446,0.09,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,2.3295584,10.418967,-0.81642276,3.1839283,0.7161455,0.3218686,-0.8543698,9.702822,-1.1382914,-8.477,-2.275,-17.236,0.015271631,-0.06197228,-0.1441642,-0.03848451,36.334892,-98.34486,-5.0321293,13.9,0,0,0,0
96.536,0.084,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,2.3295584,10.418967,-0.81642276,3.1839283,0.7161455,0.3218686,-0.8543698,9.702822,-1.1382914,-8.776,-2.275,-17.236,0.015271631,-0.049678617,-0.1441642,-0.03848451,36.334892,-98.34486,-5.0321293,13.9,0,0,0,0
96.62,0.086,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,2.0045455,10.254366,-0.260968,2.926438,0.55572224,0.8601147,-0.9218926,9.698644,-1.1210827,-9.089,-2.275,-16.877,0.014660766,-0.037782017,-0.19639318,-0.06383542,39.534878,-98.511406,-5.4298654,13.9,0,0,0,0
96.706,0.08,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,2.0045455,10.254366,-0.260968,2.926438,0.55572224,0.8601147,-0.9218926,9.698644,-1.1210827,-9.089,-2.275,-16.537,0.014660766,-0.023273967,-0.19639318,-0.06383542,39.534878,-98.511406,-5.4298654,13.9,0,0,0,0
96.786,0.09,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,1.2826935,10.056246,-0.40402153,2.267278,0.35935116,0.67819834,-0.98458445,9.696895,-1.0822198,-9.451,-2.275,-16.537,6.11E-04,-0.00954477,-0.17531833,-0.05955936,42.362556,-98.5802,-5.797718,13.9,0,0,0,0
96.876,0.08,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,1.2826935,10.056246,-0.40402153,2.267278,0.35935116,0.67819834,-0.98458445,9.696895,-1.0822198,-9.451,-2.275,-16.203,6.11E-04,0.002474004,-0.17531833,-0.05955936,42.362556,-98.5802,-5.797718,13.9,0,0,0,0
96.956,0.09,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,0.6997054,9.816227,0.022146367,1.8007638,0.12800598,1.0692477,-1.1010584,9.688221,-1.0471014,-9.756,-2.275,-16.203,0.006108652,0.014492778,-0.17073683,-0.087964594,45.137188,-98.91343,-6.4837985,13.9,0,0,0,0
97.046,0.09,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,0.6997054,9.816227,0.022146367,1.8007638,0.12800598,1.0692477,-1.1010584,9.688221,-1.0471014,-9.756,-2.275,-16.203,0.006108652,0.025579982,-0.17073683,-0.087964594,45.137188,-98.91343,-6.4837985,13.9,0,0,0,0
97.136,0.08,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,-0.7104794,9.677363,0.078410104,0.5701444,0.004418373,1.0605226,-1.2806238,9.672945,-0.98211247,-9.756,-2.275,-16.203,-0.014660766,0.036667186,-0.1142318,-0.12339478,46.79748,-99.47211,-7.5416636,13.9,0,0,0,0
97.216,0.08,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,-0.7104794,9.677363,0.078410104,0.5701444,0.004418373,1.0605226,-1.2806238,9.672945,-0.98211247,-9.756,-2.275,-16.203,-0.014660766,0.045356744,-0.1142318,-0.12339478,46.79748,-99.47211,-7.5416636,13.9,0,0,0,0
97.296,0.09,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,-1.1133038,9.530719,-0.31423897,0.29865026,-0.12856197,0.62121904,-1.411954,9.659281,-0.935458,-9.756,-2.275,-16.203,-0.01740966,0.054046302,-0.023518313,-0.10415252,47.267776,-99.945496,-8.316362,13.9,0,0,0,0
97.386,0.08,1.38E+14,1.45E+12,36.893173,10,-76.30356,-33,0,-1.1133038,9.530719,-0.31423897,0.29865026,-0.12856197,0.62121904,-1.411954,9.659281,-0.935458,-9.41,-2.275,-16.564,-0.01740966,0.059773163,-0.023518313,-0.10415252,47.267776,-99.945496,-8.316362,13.9,0,0,0,0
97.466,0.085,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.2054806,9.852738,0.110731825,0.24195552,0.1996584,1.0559347,-1.4474361,9.65308,-0.9452029,-9.41,-2.275,-16.564,0.011301007,0.065500025,0.02107485,-0.054061573,45.989616,-100.15311,-8.527713,19,0,0,0,0
97.551,0.095,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.2054806,9.852738,0.110731825,0.24195552,0.1996584,1.0559347,-1.4474361,9.65308,-0.9452029,-9.41,-2.275,-16.874,0.011301007,0.066126162,0.02107485,-0.054061573,45.989616,-100.15311,-8.527713,19,0,0,0,0
97.646,0.08,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.5568297,10.044274,0.010175358,-0.07459116,0.39906597,0.9814219,-1.4822385,9.645208,-0.97124654,-9.103,-2.575,-16.874,0.016493361,0.066752299,0.04795292,-0.05467244,44.9231,-100.41077,-8.736647,19,0,0,0,0
97.726,0.086,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.5568297,10.044274,0.010175358,-0.07459116,0.39906597,0.9814219,-1.4822385,9.645208,-0.97124654,-9.103,-2.575,-16.874,0.016493361,0.062903848,0.04795292,-0.05467244,44.9231,-100.41077,-8.736647,19,0,0,0,0
97.812,0.094,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.5568297,10.044274,0.010175358,-0.07459116,0.39906597,0.9814219,-1.4822385,9.645208,-0.97124654,-9.103,-2.575,-16.874,0.016493361,0.059055397,0.04795292,-0.05467244,44.9231,-100.41077,-8.736647,19,0,0,0,0
97.906,0.08,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.9572599,9.626487,-0.85532856,-0.40824533,-0.010295868,0.09512979,-1.5490146,9.636783,-0.95045835,-8.786,-2.575,-16.874,-0.018020526,0.058627791,0.06078109,-0.0720821,45.878483,-100.67977,-9.131602,19,0,0,0,0
97.986,0.086,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.9572599,9.626487,-0.85532856,-0.40824533,-0.010295868,0.09512979,-1.5490146,9.636783,-0.95045835,-8.421,-2.575,-16.874,-0.018020526,0.057558777,0.06078109,-0.0720821,45.878483,-100.67977,-9.131602,19,0,0,0,0
98.072,0.094,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.7034745,9.18715,-0.81343,-0.10844064,-0.4487505,0.067285,-1.5950339,9.6359005,-0.880715,-8.085,-2.575,-16.874,-0.053450707,0.054825156,0.10170906,-0.06536258,43.989815,-100.70753,-9.398964,19,0,0,0,0
98.166,0.08,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-1.7034745,9.18715,-0.81343,-0.10844064,-0.4487505,0.067285,-1.5950339,9.6359005,-0.880715,-7.742,-2.575,-16.874,-0.053450707,0.050045135,0.10170906,-0.06536258,43.989815,-100.70753,-9.398964,19,0,0,0,0
98.246,0.086,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-2.0721815,10.0748005,0.4177882,-0.45407224,0.43639183,1.2260067,-1.6181092,9.638409,-0.8082186,-7.742,-2.575,-16.874,-0.04550946,0.043600507,0.093767814,-0.04886922,42.55621,-100.62838,-9.5300255,19,0,0,0,0
98.332,0.144,1.38E+14,1.45E+12,36.893265,10.75,-76.30351,-33,0,-2.0721815,10.0748005,0.4177882,-0.45407224,0.43639183,1.2260067,-1.6181092,9.638409,-0.8082186,-7.406,-2.25,-17.207,-0.04550946,0.037552941,0.093767814,-0.04886922,42.55621,-100.62838,-9.5300255,19,0,0,0,0
98.476,0.08,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-1.54845,10.111911,0.39983168,0.027672648,0.46877956,1.2342358,-1.5761226,9.643131,-0.8344041,-7.083,-2.25,-17.207,0.013439035,0.034712418,0.07819075,-0.013744468,40.594822,-100.47771,-9.282636,19.3,0,0,0,0
98.556,0.094,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-1.4089876,10.337564,-0.074818805,0.14525926,0.694087,0.7958594,-1.5542469,9.643477,-0.8706782,-6.774,-2.25,-17.538,0.018936822,0.032650748,0.06505715,-0.02565634,39.162174,-100.46658,-9.155672,19.3,0,0,0,0
98.65,0.086,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-1.4089876,10.337564,-0.074818805,0.14525926,0.694087,0.7958594,-1.5542469,9.643477,-0.8706782,-6.774,-2.25,-17.538,0.018936822,0.031245757,0.06505715,-0.02565634,39.162174,-100.46658,-9.155672,19.3,0,0,0,0
98.736,0.09,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-1.8070238,9.581595,-0.13467385,-0.23593998,-0.060070038,0.72576636,-1.5710838,9.641665,-0.8604402,-6.774,-2.25,-17.538,-0.006108652,0.024892759,0.05100725,-0.043066,38.440502,-100.5247,-9.254856,19.3,0,0,0,0
98.826,0.09,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-1.8070238,9.581595,-0.13467385,-0.23593998,-0.060070038,0.72576636,-1.5710838,9.641665,-0.8604402,-6.774,-2.25,-17.538,-0.006108652,0.019242255,0.05100725,-0.043066,38.440502,-100.5247,-9.254856,19.3,0,0,0,0
98.916,0.09,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-2.123657,9.193734,-0.40342298,-0.51571405,-0.44736576,0.39288357,-1.6079429,9.6411,-0.79630655,-6.774,-2.25,-17.538,-0.04062254,0.003802636,0.05955936,-0.052839845,38.65428,-100.542786,-9.468642,19.3,0,0,0,0
99.006,0.09,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-2.123657,9.193734,-0.40342298,-0.51571405,-0.44736576,0.39288357,-1.6079429,9.6411,-0.79630655,-6.774,-2.25,-17.538,-0.04062254,-0.012064589,0.05955936,-0.052839845,38.65428,-100.542786,-9.468642,19.3,0,0,0,0
99.096,0.09,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-0.78649527,10.137649,-0.22026655,0.8008037,0.49248505,0.56819594,-1.587299,9.645164,-0.78846246,-6.774,-1.947,-17.538,-0.012217305,-0.017608191,0.09101892,-0.032986723,39.057335,-100.41225,-9.345368,19.3,0,0,0,0
99.186,0.09,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-0.78649527,10.137649,-0.22026655,0.8008037,0.49248505,0.56819594,-1.587299,9.645164,-0.78846246,-6.774,-1.947,-17.861,-0.012217305,-0.024724771,0.09101892,-0.032986723,39.057335,-100.41225,-9.345368,19.3,0,0,0,0
99.276,0.09,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-0.4213795,10.02572,-0.40521863,1.1359086,0.3767624,0.3965808,-1.5572882,9.648957,-0.8017994,-6.774,-1.947,-17.861,0.007941248,-0.02228131,0.03359759,-0.02565634,38.034073,-100.288864,-9.168162,19.3,0,0,0,0
99.366,0.11,1.38E+14,1.45E+12,36.893364,11.25,-76.303474,-33,0,-0.4213795,10.02572,-0.40521863,1.1359086,0.3767624,0.3965808,-1.5572882,9.648957,-0.8017994,-6.774,-1.947,-17.861,0.007941248,-0.016966783,0.03359759,-0.02565634,38.034073,-100.288864,-9.168162,19.3,0,0,0,0
99.476,0.09,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-1.3503298,9.802461,-0.27473465,0.24901688,0.15641975,0.4778373,-1.5993466,9.646041,-0.75257194,-6.774,-1.947,-17.861,-0.016493361,-0.019669862,-0.0290161,-0.05467244,39.051144,-100.383804,-9.414191,16.7,0,0,0,0
99.566,0.08,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-1.3503298,9.802461,-0.27473465,0.24901688,0.15641975,0.4778373,-1.5993466,9.646041,-0.75257194,-6.463,-1.947,-17.861,-0.016493361,-0.019242256,-0.0290161,-0.05467244,39.051144,-100.383804,-9.414191,16.7,0,0,0,0
99.646,0.09,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-0.6787562,9.931149,-0.27473465,0.9638819,0.28865147,0.42838976,-1.6426381,9.642497,-0.7031244,-6.463,-1.947,-17.861,-0.028405234,-0.021258111,0.03940081,-0.06658431,37.97948,-100.49806,-9.667758,16.7,0,0,0,0
99.736,0.09,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-0.6787562,9.931149,-0.27473465,0.9638819,0.28865147,0.42838976,-1.6426381,9.642497,-0.7031244,-6.132,-1.605,-17.861,-0.028405234,-0.026694812,0.03940081,-0.06658431,37.97948,-100.49806,-9.667758,16.7,0,0,0,0
99.826,0.08,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-0.39863458,9.388862,-0.17896658,1.2494869,-0.25470638,0.4960835,-1.6481215,9.643568,-0.6750501,-6.132,-1.605,-17.861,-0.010690142,-0.028023444,0.006108652,-0.043982297,37.431007,-100.46369,-9.698361,16.7,0,0,0,0
99.906,0.09,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-0.39863458,9.388862,-0.17896658,1.2494869,-0.25470638,0.4960835,-1.6481215,9.643568,-0.6750501,-6.132,-1.605,-18.182,-0.010690142,-0.027687468,0.006108652,-0.043982297,37.431007,-100.46369,-9.698361,16.7,0,0,0,0
99.996,0.08,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-1.785476,10.427945,0.52073884,-0.12022674,0.7787714,1.060009,-1.6652492,9.649174,-0.5392702,-6.132,-1.605,-18.182,-0.05955936,-0.027061331,-0.027183503,-0.03940081,37.541985,-100.28179,-9.791625,16.7,0,0,0,0
100.076,0.084,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-1.785476,10.427945,0.52073884,-0.12022674,0.7787714,1.060009,-1.6652492,9.649174,-0.5392702,-6.132,-1.605,-18.182,-0.05955936,-0.024770586,-0.027183503,-0.03940081,37.541985,-100.28179,-9.791625,16.7,0,0,0,0
100.16,0.086,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,3.1483753,10.187328,-0.79248077,4.706444,0.525609,-0.16480917,-1.5580684,9.661719,-0.6276716,-6.132,-1.605,-18.182,0.043982297,-0.025014932,0.036957346,-0.016493361,35.86013,-99.86266,-9.160767,16.7,0,0,0,0
100.246,0.08,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,3.1483753,10.187328,-0.79248077,4.706444,0.525609,-0.16480917,-1.5580684,9.661719,-0.6276716,-6.132,-1.605,-18.182,0.043982297,-0.028466321,0.036957346,-0.016493361,35.86013,-99.86266,-9.160767,16.7,0,0,0,0
100.326,0.094,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,3.1483753,10.187328,-0.79248077,4.706444,0.525609,-0.16480917,-1.5580684,9.661719,-0.6276716,-6.132,-1.605,-18.182,0.043982297,-0.031276301,0.036957346,-0.016493361,35.86013,-99.86266,-9.160767,16.7,0,0,0,0
100.42,0.086,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,1.1372458,11.103709,-0.16160862,2.587129,1.447586,0.748058,-1.4498832,9.656123,-0.90966666,-6.132,-1.605,-17.872,0.17837265,-0.034086281,-0.062002823,0.006719518,35.98316,-100.05175,-8.539265,16.7,0,0,0,0
100.506,0.08,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,1.1372458,11.103709,-0.16160862,2.587129,1.447586,0.748058,-1.4498832,9.656123,-0.90966666,-6.132,-1.29,-17.469,0.17837265,-0.029810224,-0.062002823,0.006719518,35.98316,-100.05175,-8.539265,16.7,0,0,0,0
100.586,0.09,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-3.0885203,8.91481,-1.0384849,-1.6151367,-0.74432087,-0.20141369,-1.4733835,9.659131,-0.83707124,-6.132,-1.29,-17.469,-3.05E-04,-0.025534167,-0.25778514,-0.008552114,38.310596,-99.950554,-8.672924,16.7,0,0,0,0
100.676,0.08,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-3.0885203,8.91481,-1.0384849,-1.6151367,-0.74432087,-0.20141369,-1.4733835,9.659131,-0.83707124,-6.132,-1.29,-17.147,-3.05E-04,-0.012950343,-0.25778514,-0.008552114,38.310596,-99.950554,-8.672924,16.7,0,0,0,0
100.756,0.09,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-2.5312698,8.895657,-0.9600749,-1.0701051,-0.7776499,-0.27998638,-1.4611647,9.673306,-0.6800885,-6.132,-1.29,-17.147,-0.08032878,-0.000366518,-0.05131268,-0.011911872,36.43917,-99.45927,-8.589663,16.7,0,0,0,0
100.846,0.11,1.38E+14,1.45E+12,36.893467,11.75,-76.30344,-32,0,-2.5312698,8.895657,-0.9600749,-1.0701051,-0.7776499,-0.27998638,-1.4611647,9.673306,-0.6800885,-6.132,-1.29,-17.147,-0.08032878,0.001664608,-0.05131268,-0.011911872,36.43917,-99.45927,-8.589663,16.7,0,0,0,0
100.956,0.085,1.38E+14,1.45E+12,36.893578,12.25,-76.303406,-33,0,0.6254852,10.155006,-0.21308395,2.010561,0.47188473,0.4862552,-1.3850758,9.683122,-0.69933915,-6.481,-1.29,-17.46,-0.002748894,0.003695735,0.13988814,-0.018936822,33.859627,-99.10369,-8.140382,13.9,0,0,0,0
101.041,0.085,1.38E+14,1.45E+12,36.893578,12.25,-76.303406,-33,0,0.6254852,10.155006,-0.21308395,2.010561,0.47188473,0.4862552,-1.3850758,9.683122,-0.69933915,-6.481,-1.29,-17.46,-0.002748894,-0.000901026,0.13988814,-0.018936822,33.859627,-99.10369,-8.140382,13.9,0,0,0,0
101.126,0.08,1.38E+14,1.45E+12,36.893578,12.25,-76.303406,-33,0,-0.81402856,10.1939125,-0.6913257,0.5436887,0.5110607,0.06323242,-1.3577173,9.682852,-0.75455815,-6.797,-1.29,-17.46,0.03756821,-0.005497787,-0.020463986,-0.021991149,35.887383,-99.11366,-7.9819016,13.9,0,0,0,0
101.206,0.09,1.38E+14,1.45E+12,36.893578,12.25,-76.303406,-33,0,-0.81402856,10.1939125,-0.6913257,0.5436887,0.5110607,0.06323242,-1.3577173,9.682852,-0.75455815,-7.122,-1.29,-17.46,0.03756821,-0.002748893,-0.020463986,-0.021991149,35.887383,-99.11366,-7.9819016,13.9,0,0,0,0
101.296,0.08,1.38E+14,1.45E+12,36.893578,12.25,-76.303406,-33,0,-0.99299514,8.715493,-0.96785605,0.3666122,-0.97369576,-0.30341685,-1.3596073,9.689189,-0.6644392,-7.122,-1.29,-17.765,-0.04153884,7.2E-10,-0.0693332,-0.031154128,37.83584,-98.87687,-7.98771,13.9,0,0,0,0
101.376,0.12,1.38E+14,1.45E+12,36.893578,12.25,-76.303406,-33,0,-0.99299514,8.715493,-0.96785605,0.3666122,-0.97369576,-0.30341685,-1.3596073,9.689189,-0.6644392,-7.122,-1.29,-17.765,-0.04153884,0.005192355,-0.0693332,-0.031154128,37.83584,-98.87687,-7.98771,13.9,0,0,0,0
101.496,0.08,1.38E+14,1.45E+12,36.89369,13,-76.303375,-33,0,-0.023942016,9.961675,-0.4938041,1.3310494,0.267231,0.09958559,-1.3549914,9.694444,-0.5933897,-7.122,-1.29,-17.765,-0.03848451,0.009819659,0.01282817,-0.044898596,36.940624,-98.67563,-7.9566793,13.5,0,0,0,0
