time,latitude,GPS Speed,longitude,Gyro Y,GY MA
88.526,36.893,9.5,-76.303734,0.07819075,0.216261568
88.606,36.893,9.5,-76.303734,0.07819075,0.231288854
88.701,36.893,9.5,-76.303734,0.08277224,0.247782216
88.786,36.893,9.5,-76.303734,0.08277224,0.264046504
88.866,36.893,9.5,-76.303734,0.07880162,0.291077292
88.956,36.893,9.5,-76.303734,0.07880162,0.318306611
89.036,36.893,9.5,-76.303734,0.14110987,0.349430195
89.121,36.893,9.5,-76.303734,0.14110987,0.377438367
89.216,36.893,9.5,-76.303734,0.21380283,0.405263278
89.296,36.893,9.5,-76.303734,0.21380283,0.429453542
89.386,36.893,9.5,-76.303734,0.18661933,0.454682277
89.476,36.892933,7.5,-76.30375,0.18661933,0.481270187
89.556,36.892933,7.5,-76.30375,0.19822577,0.508988198
89.641,36.892933,7.5,-76.30375,0.19822577,0.536125887
89.726,36.892933,7.5,-76.30375,0.35460728,0.568089413
89.816,36.892933,7.5,-76.30375,0.35460728,0.592233864
89.901,36.892933,7.5,-76.30375,0.4260785,0.61814982
89.986,36.892933,7.5,-76.30375,0.4260785,0.640492215
90.066,36.892933,7.5,-76.30375,0.4260785,0.66123109
90.156,36.892933,7.5,-76.30375,0.37873647,0.681969965
90.236,36.892933,7.5,-76.30375,0.37873647,0.705075942
90.32,36.892933,7.5,-76.30375,0.408058,0.730946083
90.426,36.892895,5,-76.303734,0.408058,0.755350148
90.516,36.892895,5,-76.303734,0.623388,0.781907513
90.596,36.892895,5,-76.303734,0.623388,0.797698378
90.681,36.892895,5,-76.303734,0.7012733,0.812985278
90.766,36.892895,5,-76.303734,0.7012733,0.824377913
90.846,36.892895,5,-76.303734,0.6976081,0.836243971
90.936,36.892895,5,-76.303734,0.6976081,0.848293289
91.026,36.892895,5,-76.303734,0.71837753,0.859762284
91.106,36.892895,5,-76.303734,0.71837753,0.870192808
91.196,36.892895,5,-76.303734,0.74097955,0.874209246
91.276,36.892895,5,-76.303734,0.74097955,0.877095584
91.361,36.892895,5,-76.303734,0.8374963,0.875843308
91.446,36.892876,4,-76.303696,0.8374963,0.869765195
91.526,36.892876,4,-76.303696,0.8729264,0.861991932
91.616,36.892876,4,-76.303696,0.8729264,0.852447164
91.696,36.892876,4,-76.303696,0.840856,0.835159679
91.776,36.892876,4,-76.303696,0.840856,0.819475714
91.866,36.892876,4,-76.303696,0.840856,0.799133901
91.946,36.892876,4,-76.303696,0.8961393,0.778792088
92.032,36.892876,4,-76.303696,0.8961393,0.74809611
92.116,36.892876,4,-76.303696,0.9392053,0.717400132
92.196,36.892876,4,-76.303696,0.9392053,0.67926687
92.286,36.892876,4,-76.303696,0.929126,0.641133608
92.366,36.892876,4,-76.303696,0.929126,0.597258214
92.496,36.892887,4.5,-76.30365,0.93859446,0.553382819
92.576,36.892887,4.5,-76.30365,0.93859446,0.509034002
92.661,36.892887,4.5,-76.30365,0.926988,0.460714561
92.746,36.892887,4.5,-76.30365,0.926988,0.412975442
92.826,36.892887,4.5,-76.30365,0.7987063,0.364411656
92.921,36.892887,4.5,-76.30365,0.7987063,0.322261954
92.996,36.892887,4.5,-76.30365,0.71593404,0.281532514
93.08,36.892887,4.5,-76.30365,0.71593404,0.244941688
93.166,36.892887,4.5,-76.30365,0.68203104,0.207281847
93.246,36.892887,4.5,-76.30365,0.68203104,0.171317156
93.336,36.892887,4.5,-76.30365,0.5271767,0.13539828
93.436,36.892937,5.75,-76.30363,0.5271767,0.107222121
93.516,36.892937,5.75,-76.30363,0.43401974,0.078801615
93.6,36.892937,5.75,-76.30363,0.43401974,0.055038958
93.696,36.892937,5.75,-76.30363,0.28221974,0.030100385
93.776,36.892937,5.75,-76.30363,0.28221974,0.012751813
93.86,36.892937,5.75,-76.30363,0.17654006,-0.00394008
93.956,36.892937,5.75,-76.30363,0.17654006,-0.015347989
94.036,36.892937,5.75,-76.30363,0.051618114,-0.025137104
94.121,36.892937,5.75,-76.30363,0.051618114,-0.028680123
94.206,36.892937,5.75,-76.30363,0.051618114,-0.034727689
94.296,36.892937,5.75,-76.30363,-0.027794369,-0.040775254
94.381,36.892937,5.75,-76.30363,-0.027794369,-0.041340305
94.476,36.893,7.25,-76.30361,-0.04428773,-0.041905355
94.556,36.893,7.25,-76.30361,-0.04428773,-0.041645737
94.641,36.893,7.25,-76.30361,-0.015882496,-0.043172901
94.736,36.893,7.25,-76.30361,-0.015882496,-0.046120325
94.816,36.893,7.25,-76.30361,-0.03726278,-0.052534411
94.901,36.893,7.25,-76.30361,-0.03726278,-0.057879482
94.996,36.893,7.25,-76.30361,-0.03634648,-0.065836002
95.076,36.893,7.25,-76.30361,-0.03634648,-0.073838337
95.161,36.893,7.25,-76.30361,-0.041233405,-0.080786929
95.256,36.893,7.25,-76.30361,-0.041233405,-0.087491175
95.336,36.893,7.25,-76.30361,-0.064751714,-0.093966347
95.436,36.89308,8.75,-76.30359,-0.064751714,-0.099265602
95.521,36.89308,8.75,-76.30359,-0.051618114,-0.101739607
95.606,36.89308,8.75,-76.30359,-0.051618114,-0.104870291
95.686,36.89308,8.75,-76.30359,-0.019242255,-0.103465301
95.776,36.89308,8.75,-76.30359,-0.019242255,-0.103679104
95.856,36.89308,8.75,-76.30359,-0.0693332,-0.101663249
95.941,36.89308,8.75,-76.30359,-0.0693332,-0.097142846
96.026,36.89308,8.75,-76.30359,-0.039095376,-0.09127854
96.106,36.89308,8.75,-76.30359,-0.039095376,-0.086926125
96.196,36.89308,8.75,-76.30359,-0.039095376,-0.082573711
96.276,36.89308,8.75,-76.30359,-0.074830994,-0.077579887
96.36,36.89308,8.75,-76.30359,-0.074830994,-0.070799283
96.446,36.893173,10,-76.30356,-0.1441642,-0.06197228
96.536,36.893173,10,-76.30356,-0.1441642,-0.049678617
96.62,36.893173,10,-76.30356,-0.19639318,-0.037782017
96.706,36.893173,10,-76.30356,-0.19639318,-0.023273967
96.786,36.893173,10,-76.30356,-0.17531833,-0.00954477
96.876,36.893173,10,-76.30356,-0.17531833,0.002474004
96.956,36.893173,10,-76.30356,-0.17073683,0.014492778
97.046,36.893173,10,-76.30356,-0.17073683,0.025579982
97.136,36.893173,10,-76.30356,-0.1142318,0.036667186
97.216,36.893173,10,-76.30356,-0.1142318,0.045356744
97.296,36.893173,10,-76.30356,-0.023518313,0.054046302
97.386,36.893173,10,-76.30356,-0.023518313,0.059773163
97.466,36.893265,10.75,-76.30351,0.02107485,0.065500025
97.551,36.893265,10.75,-76.30351,0.02107485,0.066126162
97.646,36.893265,10.75,-76.30351,0.04795292,0.066752299
97.726,36.893265,10.75,-76.30351,0.04795292,0.062903848
97.812,36.893265,10.75,-76.30351,0.04795292,0.059055397
97.906,36.893265,10.75,-76.30351,0.06078109,0.058627791
97.986,36.893265,10.75,-76.30351,0.06078109,0.057558777
98.072,36.893265,10.75,-76.30351,0.10170906,0.054825156
98.166,36.893265,10.75,-76.30351,0.10170906,0.050045135
98.246,36.893265,10.75,-76.30351,0.093767814,0.043600507
98.332,36.893265,10.75,-76.30351,0.093767814,0.037552941
98.476,36.893364,11.25,-76.303474,0.07819075,0.034712418
98.556,36.893364,11.25,-76.303474,0.06505715,0.032650748
98.65,36.893364,11.25,-76.303474,0.06505715,0.031245757
98.736,36.893364,11.25,-76.303474,0.05100725,0.024892759
98.826,36.893364,11.25,-76.303474,0.05100725,0.019242255
98.916,36.893364,11.25,-76.303474,0.05955936,0.003802636
99.006,36.893364,11.25,-76.303474,0.05955936,-0.012064589
99.096,36.893364,11.25,-76.303474,0.09101892,-0.017608191
99.186,36.893364,11.25,-76.303474,0.09101892,-0.024724771
99.276,36.893364,11.25,-76.303474,0.03359759,-0.02228131
99.366,36.893364,11.25,-76.303474,0.03359759,-0.016966783
99.476,36.893467,11.75,-76.30344,-0.0290161,-0.019669862
99.566,36.893467,11.75,-76.30344,-0.0290161,-0.019242256
99.646,36.893467,11.75,-76.30344,0.03940081,-0.021258111
99.736,36.893467,11.75,-76.30344,0.03940081,-0.026694812
99.826,36.893467,11.75,-76.30344,0.006108652,-0.028023444
99.906,36.893467,11.75,-76.30344,0.006108652,-0.027687468
99.996,36.893467,11.75,-76.30344,-0.027183503,-0.027061331
100.076,36.893467,11.75,-76.30344,-0.027183503,-0.024770586
100.16,36.893467,11.75,-76.30344,0.036957346,-0.025014932
100.246,36.893467,11.75,-76.30344,0.036957346,-0.028466321
100.326,36.893467,11.75,-76.30344,0.036957346,-0.031276301
100.42,36.893467,11.75,-76.30344,-0.062002823,-0.034086281
100.506,36.893467,11.75,-76.30344,-0.062002823,-0.029810224
100.586,36.893467,11.75,-76.30344,-0.25778514,-0.025534167
100.676,36.893467,11.75,-76.30344,-0.25778514,-0.012950343
100.756,36.893467,11.75,-76.30344,-0.05131268,-0.000366518
100.846,36.893467,11.75,-76.30344,-0.05131268,0.001664608
100.956,36.893578,12.25,-76.303406,0.13988814,0.003695735
101.041,36.893578,12.25,-76.303406,0.13988814,-0.000901026
101.126,36.893578,12.25,-76.303406,-0.020463986,-0.005497787
101.206,36.893578,12.25,-76.303406,-0.020463986,-0.002748893
101.296,36.893578,12.25,-76.303406,-0.0693332,7.20E-10
101.376,36.893578,12.25,-76.303406,-0.0693332,0.005192355
101.496,36.89369,13,-76.303375,0.01282817,0.009819659
101.576,36.89369,13,-76.303375,0.01282817,0.010338895
101.666,36.89369,13,-76.303375,0.01863139,0.014798211
101.746,36.89369,13,-76.303375,0.01863139,0.018967367
101.836,36.89369,13,-76.303375,-0.032070424,0.02396119
101.926,36.89369,13,-76.303375,-0.032070424,0.031490104
102.006,36.89369,13,-76.303375,-0.019242255,0.040576724
102.086,36.89369,13,-76.303375,-0.019242255,0.049021937
102.186,36.89369,13,-76.303375,0.023518313,0.058307088
102.266,36.89369,13,-76.303375,0.023518313,0.065454212
102.346,36.89369,13,-76.303375,-0.006108652,0.069104131
102.446,36.89369,13,-76.303375,-0.006108652,0.074235399
102.526,36.893806,13.5,-76.303345,-0.010690142,0.074342301
102.606,36.893806,13.5,-76.303345,-0.010690142,0.074678277
102.696,36.893806,13.5,-76.303345,0.04795292,0.071104715
102.776,36.893806,13.5,-76.303345,0.04795292,0.064599
102.866,36.893806,13.5,-76.303345,0.034513887,0.054748799
102.956,36.893806,13.5,-76.303345,0.034513887,0.045570549
103.036,36.893806,13.5,-76.303345,0.034513887,0.039263365
103.122,36.893806,13.5,-76.303345,0.02321288,0.032956181
103.216,36.893806,13.5,-76.303345,0.02321288,0.026175577
103.296,36.893806,13.5,-76.303345,0.1020145,0.019394973
103.382,36.893806,13.5,-76.303345,0.1020145,0.010109821
103.466,36.893932,13.75,-76.30331,0.118507855,0.000824669
103.556,36.893932,13.75,-76.30331,0.118507855,-0.009224065
103.642,36.893932,13.75,-76.30331,0.14966199,-0.019272798
103.726,36.893932,13.75,-76.30331,0.14966199,-0.03043636
103.816,36.893932,13.75,-76.30331,0.16646078,-0.041599923
103.902,36.893932,13.75,-76.30331,0.16646078,-0.051098877
103.996,36.893932,13.75,-76.30331,0.096516706,-0.060597832
104.076,36.893932,13.75,-76.30331,0.096516706,-0.068936143
104.166,36.893932,13.75,-76.30331,-0.003970624,-0.077274453
104.256,36.893932,13.75,-76.30331,-0.003970624,-0.080588397
104.346,36.893932,13.75,-76.30331,-0.082161374,-0.083016587
104.436,36.893932,13.75,-76.30331,-0.082161374,-0.081535239
104.526,36.893932,13.75,-76.30331,-0.14905111,-0.078038035
104.606,36.893932,13.75,-76.30331,-0.14905111,-0.071196345
104.686,36.893932,13.75,-76.30331,-0.09162979,-0.065652743
104.776,36.893932,13.75,-76.30331,-0.09162979,-0.062980208
104.856,36.893932,13.75,-76.30331,-0.112399206,-0.05888741
104.966,36.894066,14.25,-76.30329,-0.112399206,-0.053756142
105.051,36.894066,14.25,-76.30329,-0.08368854,-0.048915035
105.136,36.894066,14.25,-76.30329,-0.08368854,-0.045509461
105.216,36.894066,14.25,-76.30329,-0.08246681,-0.04231769
105.306,36.894066,14.25,-76.30329,-0.08246681,-0.039187006
105.386,36.894066,14.25,-76.30329,-0.07360926,-0.035811975
105.496,36.894066,14.25,-76.30329,-0.07360926,-0.032879822
105.576,36.89419,14.25,-76.30326,-0.023518313,-0.028985556
105.666,36.89419,14.25,-76.30326,-0.023518313,-0.027595838
105.746,36.89419,14.25,-76.30326,-0.070249505,-0.026664268
105.831,36.89419,14.25,-76.30326,-0.070249505,-0.023396139
105.916,36.89419,14.25,-76.30326,-0.070249505,-0.01591304
106.006,36.89419,14.25,-76.30326,-0.052534413,-0.008429941
106.091,36.89419,14.25,-76.30326,-0.052534413,0.000824668
106.176,36.89419,14.25,-76.30326,-0.012217305,0.010079277
106.256,36.89419,14.25,-76.30326,-0.012217305,0.017577648
106.346,36.89419,14.25,-76.30326,-0.038179077,0.025076019
106.426,36.89419,14.25,-76.30326,-0.038179077,0.033063082
106.526,36.89431,14,-76.30323,-0.009773844,0.041050145
106.616,36.89431,14,-76.30323,-0.009773844,0.047616946
106.706,36.89431,14,-76.30323,-0.015577064,0.052931474
106.786,36.89431,14,-76.30323,-0.015577064,0.058536162
106.871,36.89431,14,-76.30323,-0.01985312,0.056627208
106.956,36.89431,14,-76.30323,-0.01985312,0.054932057
107.036,36.89431,14,-76.30323,-0.014966198,0.050426926
107.126,36.89431,14,-76.30323,-0.014966198,0.045677449
107.216,36.89431,14,-76.30323,0.004276057,0.042149703
107.296,36.89431,14,-76.30323,0.004276057,0.037659843
107.386,36.89431,14,-76.30323,-0.004886922,0.03379612
107.496,36.89443,13.5,-76.3032,-0.004886922,0.030390547
107.576,36.89443,13.5,-76.3032,0.07941248,0.027947086
107.666,36.89443,13.5,-76.3032,0.07941248,0.021288655
107.756,36.89443,13.5,-76.3032,0.13255776,0.01244638
107.836,36.89443,13.5,-76.3032,0.13255776,0.000946842
107.926,36.89443,13.5,-76.3032,0.13775012,-0.009361509
108.016,36.89443,13.5,-76.3032,0.13775012,-0.019929478
108.096,36.89443,13.5,-76.3032,0.12156218,-0.030161472
108.176,36.89443,13.5,-76.3032,0.12156218,-0.039584068
108.266,36.89443,13.5,-76.3032,0.12156218,-0.049678616
108.346,36.89443,13.5,-76.3032,0.096516706,-0.059773164
108.436,36.89443,13.5,-76.3032,0.096516706,-0.067882401
108.886,36.89454,13,-76.30317,-0.05375614,-0.074861536
108.966,36.89454,13,-76.30317,-0.05375614,-0.074327029
109.056,36.89454,13,-76.30317,-0.10995574,-0.072524977
109.136,36.89454,13,-76.30317,-0.10995574,-0.067912944
109.216,36.89454,13,-76.30317,-0.08552113,-0.064766989
109.316,36.89454,13,-76.30317,-0.08552113,-0.062842763
109.396,36.89454,13,-76.30317,-0.0729984,-0.061055983
109.476,36.89454,13,-76.30317,-0.0729984,-0.059895339
109.576,36.89454,13,-76.30317,-0.05375614,-0.056107974
109.656,36.89454,13,-76.30317,-0.05375614,-0.053282722
109.736,36.89454,13,-76.30317,-0.09743301,-0.050396384
109.836,36.89454,13,-76.30317,-0.09743301,-0.045326202
109.916,36.89454,13,-76.30317,-0.07360926,-0.043661594
110.056,36.89465,12.5,-76.30316,-0.07360926,-0.043188174
110.151,36.89465,12.5,-76.30316,-0.06688975,-0.041111232
110.246,36.89465,12.5,-76.30316,-0.06688975,-0.039370266
110.336,36.89465,12.5,-76.30316,-0.08032878,-0.037675114
110.436,36.89465,12.5,-76.30316,-0.08032878,-0.035308011
110.566,36.89476,12.25,-76.30313,-0.06566802,-0.031932981
110.646,36.89476,12.25,-76.30313,-0.043066,-0.029290988
110.736,36.89476,12.25,-76.30313,-0.043066,-0.026633725
110.831,36.89476,12.25,-76.30313,-0.017715093,-0.024740042
110.926,36.89476,12.25,-76.30313,-0.017715093,-0.024113905
111.016,36.89476,12.25,-76.30313,-0.047036625,-0.023136521
111.106,36.89476,12.25,-76.30313,-0.047036625,-0.02069306
111.196,36.89476,12.25,-76.30313,-0.049785517,-0.020631973
111.286,36.89476,12.25,-76.30313,-0.049785517,-0.020433442
111.376,36.89476,12.25,-76.30313,0.002748894,-0.018188513
111.476,36.89476,12.25,-76.30313,0.002748894,-0.018570303
111.576,36.894867,12.25,-76.3031,0.003970624,-0.019517144
111.661,36.894867,12.25,-76.3031,0.003970624,-0.020525072
111.756,36.894867,12.25,-76.3031,-0.06414085,-0.021303925
111.846,36.894867,12.25,-76.3031,-0.06414085,-0.018677205
111.926,36.894867,12.25,-76.3031,-0.032070424,-0.017180585
112.026,36.894867,12.25,-76.3031,-0.032070424,-0.017287486
112.116,36.894867,12.25,-76.3031,-0.032986723,-0.015607607
112.196,36.894867,12.25,-76.3031,-0.032986723,-0.013881913
112.29,36.894867,12.25,-76.3031,-0.01282817,-0.011713341
112.376,36.894867,12.25,-76.3031,-0.01282817,-0.010552697
112.946,36.894974,12.25,-76.30306,0.010079277,-0.011148291
113.036,36.894974,12.25,-76.30306,-0.005192355,-0.012889257
113.121,36.894974,12.25,-76.30306,-0.005192355,-0.011804971
113.206,36.894974,12.25,-76.30306,0.001832596,-0.010720685
113.296,36.894974,12.25,-76.30306,0.001832596,-0.01207986
113.381,36.894974,12.25,-76.30306,-0.045814894,-0.013439035
113.466,36.894974,12.25,-76.30306,-0.045814894,-0.012095132
113.556,36.894974,12.25,-76.30306,-0.004886922,-0.010751228
113.641,36.894974,12.25,-76.30306,-0.004886922,-0.011301007
113.736,36.894974,12.25,-76.30306,-0.016187929,-0.011850786
113.816,36.894974,12.25,-76.30306,-0.016187929,-0.01207986
113.906,36.894974,12.25,-76.30306,-0.01160644,-0.012308935
113.996,36.895084,12.5,-76.30303,-0.01160644,-0.010613784
114.076,36.895084,12.5,-76.30303,-0.034208454,-0.008918633
114.166,36.895084,12.5,-76.30303,-0.034208454,-0.009254609
114.256,36.895084,12.5,-76.30303,0.001527163,-0.009590585
114.346,36.895084,12.5,-76.30303,0.001527163,-0.009315695
114.426,36.895084,12.5,-76.30303,0.01038471,-0.009040806
114.536,36.895195,12.75,-76.303,0.01038471,-0.008429941
114.626,36.895195,12.75,-76.303,-0.024740042,-0.007819075
114.716,36.895195,12.75,-76.303,-0.024740042,-0.007574729
114.806,36.895195,12.75,-76.303,0.016493361,-0.007330383
114.891,36.895195,12.75,-76.303,0.016493361,-0.007681631
114.986,36.895195,12.75,-76.303,-0.025350908,-0.008032878
115.076,36.895195,12.75,-76.303,-0.025350908,-0.008460484
115.156,36.895195,12.75,-76.303,-0.018936822,-0.008888089
115.251,36.895195,12.75,-76.303,-0.018936822,-0.007574729
115.346,36.895195,12.75,-76.303,-0.015882496,-0.006261369
115.436,36.895195,12.75,-76.303,-0.015882496,-0.004810564
115.566,36.895317,13.25,-76.30296,-0.02076942,-0.003359759
115.656,36.895317,13.25,-76.30296,-0.02076942,-0.000397063
115.746,36.895317,13.25,-76.30296,0.022296581,0.002565634
115.836,36.895317,13.25,-76.30296,0.022296581,4.58E-05
115.931,36.895317,13.25,-76.30296,-0.040927973,-0.002474004
116.016,36.895317,13.25,-76.30296,-0.040927973,0.000259618
116.106,36.895317,13.25,-76.30296,0.00702495,0.00299324
116.191,36.895317,13.25,-76.30296,0.00702495,0.004444045
116.286,36.895317,13.25,-76.30296,0.022602014,0.00589485
116.366,36.895317,13.25,-76.30296,0.022602014,0.007162395
116.956,36.895435,13.25,-76.302925,-0.01985312,0.00842994
117.036,36.895435,13.25,-76.302925,-0.01985312,0.011850786
117.126,36.895435,13.25,-76.302925,0.009468411,0.015271631
117.216,36.895435,13.25,-76.302925,0.009468411,0.016172657
117.296,36.895435,13.25,-76.302925,-0.03390302,0.017073684
117.391,36.895435,13.25,-76.302925,-0.03390302,0.021074851
117.476,36.895435,13.25,-76.302925,0.007330383,0.025076018
117.566,36.895435,13.25,-76.302925,0.007330383,0.027672195
117.651,36.895435,13.25,-76.302925,0.013133603,0.030268373
117.736,36.895435,13.25,-76.302925,0.013133603,0.032162055
117.816,36.895435,13.25,-76.302925,0.03848451,0.034055737
117.911,36.895435,13.25,-76.302925,0.03848451,0.037369681
118.011,36.89555,13.5,-76.30289,-0.028099801,0.040683625
118.096,36.89555,13.5,-76.30289,-0.028099801,0.04578435
118.196,36.89555,13.5,-76.30289,0.013744468,0.050885074
118.276,36.89555,13.5,-76.30289,0.013744468,0.05337435
118.376,36.89555,13.5,-76.30289,0.03604105,0.055863626
118.481,36.895676,14,-76.302864,0.03604105,0.054947328
118.566,36.895676,14,-76.302864,0.04795292,0.05403103
118.656,36.895676,14,-76.302864,0.04795292,0.057176986
118.741,36.895676,14,-76.302864,0.048563786,0.057528234
118.836,36.895676,14,-76.302864,0.048563786,0.057848938
118.926,36.895676,14,-76.302864,0.027488936,0.057299159
119.006,36.895676,14,-76.302864,0.027488936,0.057803123
119.106,36.895676,14,-76.302864,0.046120327,0.058230728
119.186,36.895676,14,-76.302864,0.046120327,0.057726765
119.276,36.895676,14,-76.302864,0.059253927,0.058062741
119.37,36.895676,14,-76.302864,0.059253927,0.057742036
119.456,36.895676,14,-76.302864,0.05100725,0.054260105
119.546,36.895676,14,-76.302864,0.05100725,0.051190507
119.646,36.895676,14,-76.302864,0.10476339,0.049006663
119.731,36.895676,14,-76.302864,0.10476339,0.044135013
119.826,36.895676,14,-76.302864,0.07391469,0.040836341
119.906,36.895676,14,-76.302864,0.07391469,0.039080103
120.046,36.89581,14.25,-76.30285,0.06352998,0.033643403
120.146,36.89581,14.25,-76.30285,0.06352998,0.028725938
120.236,36.89581,14.25,-76.30285,0.017715093,0.020295997
120.326,36.89581,14.25,-76.30285,0.017715093,0.014156802
120.41,36.89581,14.25,-76.30285,0.110872045,0.008017606
120.566,36.895935,14,-76.30283,0.05497787,-0.002061671
120.656,36.895935,14,-76.30283,0.05497787,-0.009346239
120.756,36.895935,14,-76.30283,0.03756821,-0.018203785
120.836,36.895935,14,-76.30283,0.03756821,-0.026190848
120.926,36.895935,14,-76.30283,0.03604105,-0.033307428
121.016,36.895935,14,-76.30283,0.03604105,-0.04034765
121.096,36.895935,14,-76.30283,0.052839845,-0.043493606
121.191,36.895935,14,-76.30283,0.052839845,-0.047479502
121.276,36.895935,14,-76.30283,-0.01038471,-0.049403727
121.366,36.895935,14,-76.30283,-0.01038471,-0.048166725
121.451,36.895935,14,-76.30283,0.007330383,-0.044974954
121.546,36.89606,14,-76.302826,0.007330383,-0.042668938
121.626,36.89606,14,-76.302826,0.038789943,-0.039354994
121.711,36.89606,14,-76.302826,0.038789943,-0.037614028
121.796,36.89606,14,-76.302826,-0.03481932,-0.038117992
121.876,36.89606,14,-76.302826,-0.03481932,-0.034941493
121.966,36.89606,14,-76.302826,-0.105068825,-0.033215798
122.056,36.89606,14,-76.302826,-0.105068825,-0.027977629
122.136,36.89606,14,-76.302826,-0.105068825,-0.016905696
122.226,36.89606,14,-76.302826,-0.090713486,-0.005833763
122.306,36.89606,14,-76.302826,-0.090713486,0.002443461
122.396,36.89606,14,-76.302826,-0.12217305,0.010720685
122.486,36.896187,14.25,-76.302826,-0.12217305,0.02003638
122.576,36.896187,14.25,-76.302826,-0.10476339,0.029352075
122.666,36.896187,14.25,-76.302826,-0.10476339,0.036758816
122.756,36.896187,14.25,-76.302826,-0.02687807,0.044165557
122.846,36.896187,14.25,-76.302826,-0.02687807,0.049449541
122.936,36.896187,14.25,-76.302826,0.014355334,0.054733526
123.016,36.896187,14.25,-76.302826,0.014355334,0.056016343
123.106,36.896187,14.25,-76.302826,0.053450707,0.05729916
123.186,36.896187,14.25,-76.302826,0.053450707,0.054214291
123.276,36.896187,14.25,-76.302826,0.07360926,0.051129421
123.372,36.896187,14.25,-76.302826,0.07360926,0.047479501
123.456,36.89632,14.25,-76.30281,0.028710667,0.043829582
123.546,36.89632,14.25,-76.30281,0.028710667,0.042607851
123.632,36.89632,14.25,-76.30281,-3.05E-04,0.041386121
123.716,36.89632,14.25,-76.30281,-3.05E-04,0.043401976
123.806,36.89632,14.25,-76.30281,0.11636983,0.045417831
123.892,36.89632,14.25,-76.30281,0.11636983,0.038789943
123.986,36.89632,14.25,-76.30281,0.074830994,0.032162055
124.066,36.89632,14.25,-76.30281,0.074830994,0.029092457
124.152,36.89632,14.25,-76.30281,0.06414085,0.02602286
124.236,36.89632,14.25,-76.30281,0.06414085,0.02237294
124.326,36.89632,14.25,-76.30281,0.04337143,0.01872302
124.412,36.89632,14.25,-76.30281,0.04337143,0.018005253
124.506,36.89632,14.25,-76.30281,0.07880162,0.017287487
124.586,36.89632,14.25,-76.30281,0.07880162,0.013805555
124.68,36.89632,14.25,-76.30281,0.040011674,0.010323623
124.776,36.89632,14.25,-76.30281,0.040011674,0.00729984
124.856,36.89632,14.25,-76.30281,-0.008246681,0.004276057
124.991,36.89645,14.25,-76.30281,-0.008246681,0.001954769
125.086,36.89645,14.25,-76.30281,6.11E-04,-0.000366519
125.176,36.89645,14.25,-76.30281,6.11E-04,0.001038471
125.266,36.89645,14.25,-76.30281,0.004276057,0.002443461
125.351,36.89645,14.25,-76.30281,0.004276057,0.001450805
125.456,36.89645,14.25,-76.30281,0.040011674,0.000458149
125.536,36.896576,14.25,-76.30282,0.040011674,-0.003863723
125.626,36.896576,14.25,-76.30282,-0.016187929,-0.008185595
125.72,36.896576,14.25,-76.30282,-0.016187929,-0.008414669
125.816,36.896576,14.25,-76.30282,0.013439035,-0.008643744
125.896,36.896576,14.25,-76.30282,0.013439035,-0.010781772
125.98,36.896576,14.25,-76.30282,-0.008857546,-0.0129198
126.066,36.896576,14.25,-76.30282,-0.008857546,-0.011560625
126.146,36.896576,14.25,-76.30282,0.0290161,-0.01020145
126.236,36.896576,14.25,-76.30282,0.0290161,-0.01094976
126.316,36.896576,14.25,-76.30282,0.009162978,-0.01169807
126.406,36.896576,14.25,-76.30282,0.009162978,-0.012904529
126.501,36.896698,14,-76.30282,-0.020463986,-0.014110988
126.586,36.896698,14,-76.30282,-0.020463986,-0.013744468
126.676,36.896698,14,-76.30282,-0.05467244,-0.013377949
126.761,36.896698,14,-76.30282,-0.05467244,-0.010262537
126.856,36.896698,14,-76.30282,0.028710667,-0.008781188
126.946,36.896698,14,-76.30282,0.028710667,-0.011468995
127.036,36.896698,14,-76.30282,-0.015577064,-0.013866641
127.126,36.896698,14,-76.30282,-0.015577064,-0.014049901
127.226,36.896698,14,-76.30282,-0.04642576,-0.016035213
127.306,36.896698,14,-76.30282,-0.04642576,-0.01647809
127.396,36.896698,14,-76.30282,-0.02076942,-0.013622295
127.49,36.896698,14,-76.30282,-0.02076942,-0.012049317
127.586,36.896698,14,-76.30282,-0.029321533,-0.012140947
127.676,36.896698,14,-76.30282,-0.029321533,-0.011804971
127.766,36.896698,14,-76.30282,0.018325957,-0.009941832
127.856,36.896698,14,-76.30282,0.018325957,-0.010461067
127.996,36.896824,13.75,-76.30283,0.014049901,-0.01264491
128.086,36.896824,13.75,-76.30283,0.014049901,-0.014614951
128.166,36.896824,13.75,-76.30283,-0.014966198,-0.015180001
128.266,36.896824,13.75,-76.30283,-0.014966198,-0.014294247
128.356,36.896824,13.75,-76.30283,-0.013133603,-0.016417004
128.446,36.896824,13.75,-76.30283,-0.013133603,-0.01863139
128.556,36.896954,14,-76.30283,0.007635816,-0.020601431
128.646,36.896954,14,-76.30283,-0.025045475,-0.023609942
128.74,36.896954,14,-76.30283,-0.025045475,-0.021135938
128.836,36.896954,14,-76.30283,-0.019242255,-0.019914207
128.926,36.896954,14,-76.30283,-0.019242255,-0.018982638
129.016,36.896954,14,-76.30283,-0.055283304,-0.021105395
129.101,36.896954,14,-76.30283,-0.055283304,-0.021426099
129.196,36.896954,14,-76.30283,0.010690142,-0.020601431
129.276,36.896954,14,-76.30283,0.010690142,-0.023075435
129.366,36.896954,14,-76.30283,-0.022602014,-0.025549439
